serial,English,Physics,Chemistry,Mathematics,ComputerScience,Biology,PhysicalEducation,Economics,Accountancy,BusinessStudies
135333,3,5,6,6,5,0,0,0,0,0
220544,2,6,7,8,0,0,5,0,0,0
335,2,3,2,3,0,5,0,0,0,0
99010,1,4,1,1,0,0,1,0,0,0
121611,6,3,3,4,0,0,3,0,0,0
108082,4,5,4,4,0,0,1,0,0,0
175878,3,0,0,4,0,0,0,1,3,2
173768,4,0,0,3,0,0,0,2,1,1
119879,2,1,2,1,0,2,0,0,0,0
133140,1,2,1,3,2,0,0,0,0,0
104315,2,2,3,4,0,5,0,0,0,0
61820,2,6,7,6,0,0,5,0,0,0
165180,1,1,1,1,0,0,1,0,0,0
123615,4,1,1,1,0,0,2,0,0,0
197022,4,0,0,5,0,0,0,3,8,6
103409,3,3,3,3,0,4,0,0,0,0
104373,2,1,3,1,0,0,3,0,0,0
72521,1,3,2,4,4,0,0,0,0,0
192144,5,7,8,8,7,0,0,0,0,0
33420,1,1,1,3,0,1,0,0,0,0
1834,2,0,0,2,0,0,0,2,1,1
197012,4,6,4,7,0,0,2,0,0,0
165442,3,3,3,2,2,0,0,0,0,0
29535,2,5,5,3,3,0,0,0,0,0
188520,1,1,1,1,1,0,0,0,0,0
116780,2,5,6,5,3,0,0,0,0,0
119666,1,4,3,5,0,2,0,0,0,0
93690,1,1,1,1,0,0,2,0,0,0
112653,4,7,4,7,0,7,0,0,0,0
67717,5,7,8,8,0,7,0,0,0,0
191198,3,4,6,3,6,0,0,0,0,0
121396,7,0,0,8,0,0,0,5,8,6
210709,2,1,2,1,2,0,0,0,0,0
110346,2,2,4,4,3,0,0,0,0,0
128009,5,2,2,2,0,0,1,0,0,0
80968,4,3,2,4,0,0,3,0,0,0
129237,1,0,0,3,0,0,0,2,1,2
83944,2,4,3,6,0,3,0,0,0,0
177992,1,2,2,2,0,0,2,0,0,0
105953,4,6,5,2,0,0,3,0,0,0
189640,1,1,1,1,0,0,1,0,0,0
73821,2,3,3,2,0,5,0,0,0,0
108148,3,2,2,6,0,5,0,0,0,0
42369,5,6,8,7,0,0,1,0,0,0
110058,5,6,7,6,0,0,2,0,0,0
78543,4,3,3,4,6,0,0,0,0,0
194178,1,1,1,1,1,0,0,0,0,0
127839,1,4,2,2,0,0,3,0,0,0
94528,3,0,0,7,0,0,0,4,5,5
84480,1,4,6,6,0,3,0,0,0,0
134756,4,4,4,3,4,0,0,0,0,0
130457,2,0,0,7,0,0,0,1,2,1
100444,2,4,1,2,0,0,2,0,0,0
26756,3,3,2,4,0,0,4,0,0,0
13324,5,4,7,3,0,0,1,0,0,0
166678,1,2,5,2,4,0,0,0,0,0
166086,3,8,3,4,0,0,2,0,0,0
120065,1,5,5,7,0,0,1,0,0,0
189813,2,3,5,5,2,0,0,0,0,0
49883,5,7,2,2,0,4,0,0,0,0
102582,3,1,1,1,0,0,2,0,0,0
178736,7,8,8,7,0,0,4,0,0,0
9545,1,0,0,3,0,0,0,1,2,1
188005,7,0,0,7,0,0,3,0,4,5
15705,4,3,2,2,0,0,3,0,0,0
151395,3,5,7,3,0,0,3,0,0,0
7857,6,2,1,3,1,0,0,0,0,0
186525,5,0,0,8,0,0,0,4,5,5
97177,1,1,1,2,0,1,0,0,0,0
221255,6,6,7,6,0,0,2,0,0,0
124146,1,1,1,1,0,0,1,0,0,0
167951,1,1,1,1,1,0,0,0,0,0
36156,2,7,4,7,0,2,0,0,0,0
56546,3,1,1,2,0,0,3,0,0,0
121778,4,4,6,5,6,0,0,0,0,0
180676,1,0,0,1,0,0,0,2,1,1
175948,3,4,3,4,0,0,2,0,0,0
170554,1,2,1,2,0,0,1,0,0,0
159228,4,7,6,8,0,0,5,0,0,0
34105,6,6,7,7,0,0,3,0,0,0
107990,4,5,4,4,3,0,0,0,0,0
72758,5,5,4,4,0,0,5,0,0,0
104620,1,1,2,1,0,2,0,0,0,0
149866,6,0,8,8,0,8,4,0,0,0
194643,3,0,0,8,0,0,0,3,7,6
86512,6,8,7,8,0,0,3,0,0,0
64375,1,1,2,2,0,2,0,0,0,0
215245,6,6,5,6,0,0,4,0,0,0
4611,2,2,5,2,7,0,0,0,0,0
65575,8,5,6,7,0,0,1,0,0,0
40786,3,2,2,6,2,0,0,0,0,0
32022,1,1,1,1,1,0,0,0,0,0
40166,2,0,0,4,0,0,0,1,3,2
12231,4,3,2,2,4,0,0,0,0,0
96663,3,5,7,8,7,0,0,0,0,0
187690,5,0,0,2,0,0,2,0,2,2
73626,6,6,8,7,0,0,6,0,0,0
204087,5,0,0,5,0,0,0,2,3,4
39140,6,1,3,3,0,0,3,0,0,0
78514,3,0,0,7,0,0,0,4,4,4
8400,2,0,0,4,0,0,0,1,2,1
5923,6,7,5,6,0,0,8,0,0,0
205975,2,1,1,1,2,0,0,0,0,0
155389,1,1,2,1,3,0,0,0,0,0
113794,3,0,0,7,0,0,0,3,6,6
213871,1,0,0,3,0,0,0,1,2,1
87162,1,2,1,1,1,0,0,0,0,0
47226,2,3,2,1,2,0,0,0,0,0
151005,3,6,6,8,0,0,2,0,0,0
203143,5,7,7,4,0,0,7,0,0,0
60799,3,4,6,8,6,0,0,0,0,0
113608,5,7,7,8,0,0,6,0,0,0
72334,2,0,0,1,0,0,0,1,1,1
192554,7,0,0,7,0,0,0,8,6,8
48033,1,7,8,4,0,0,3,0,0,0
104399,4,0,0,8,0,0,0,4,5,6
157223,3,1,1,2,2,0,0,0,0,0
191366,4,3,3,3,0,0,4,0,0,0
172245,1,1,1,1,1,0,0,0,0,0
147145,4,5,4,4,3,0,0,0,0,0
136122,8,8,8,7,0,0,5,0,0,0
193581,4,3,2,4,0,6,0,0,0,0
28746,1,3,4,7,0,2,0,0,0,0
46081,7,5,5,8,0,0,3,0,0,0
67348,5,6,7,8,5,0,0,0,0,0
32151,4,2,3,4,0,0,3,0,0,0
44875,2,5,5,5,0,5,0,0,0,0
148117,1,1,1,2,1,0,0,0,0,0
114445,2,3,5,2,0,0,4,0,0,0
36103,2,5,6,5,0,3,0,0,0,0
50531,5,5,5,8,0,0,4,0,0,0
21525,8,7,7,5,0,0,6,0,0,0
219651,3,1,1,1,0,0,0,1,0,0
103636,1,1,1,1,1,0,0,0,0,0
202826,2,1,2,2,0,1,0,0,0,0
88575,2,0,0,8,0,0,0,4,5,4
182655,4,0,0,3,0,0,0,1,1,1
193917,3,1,2,1,0,0,3,0,0,0
35994,2,3,3,4,5,0,0,0,0,0
133239,4,4,4,4,0,5,0,0,0,0
71205,2,1,1,1,0,0,1,0,0,0
10744,2,4,2,1,0,0,2,0,0,0
90390,1,1,2,2,0,1,0,0,0,0
105488,3,3,3,5,6,0,0,0,0,0
75254,4,4,3,2,2,0,0,0,0,0
161984,8,7,8,8,0,0,6,0,0,0
175668,1,0,0,1,0,0,0,1,1,2
30994,6,6,3,2,0,0,1,0,0,0
145711,2,4,6,7,0,5,0,0,0,0
77220,3,4,6,6,0,4,0,0,0,0
183070,1,5,7,7,3,0,0,0,0,0
151299,2,1,1,2,4,0,0,0,0,0
106640,1,0,0,1,0,0,0,1,1,1
174382,5,7,6,5,0,0,0,5,0,0
15621,3,3,5,7,5,0,0,0,0,0
156751,2,4,5,7,0,0,2,0,0,0
192529,4,8,6,5,6,0,0,0,0,0
139711,2,0,0,3,0,0,0,1,1,1
168243,5,0,0,7,0,0,0,4,3,3
63323,3,6,5,8,0,7,0,0,0,0
207100,1,4,2,2,2,0,0,0,0,0
79610,2,2,4,2,5,0,0,0,0,0
96605,1,2,2,2,3,0,0,0,0,0
16047,4,0,0,8,0,0,0,5,8,7
157704,1,1,1,1,0,0,1,0,0,0
77568,8,6,3,4,0,4,0,0,0,0
173737,3,5,7,6,2,0,0,0,0,0
82435,5,6,4,6,7,0,0,0,0,0
195843,4,0,0,3,0,0,2,0,1,2
65832,2,0,0,5,0,0,2,0,4,3
151117,6,5,4,7,0,0,1,0,0,0
68947,2,1,3,3,4,0,0,0,0,0
172180,3,5,3,1,0,7,0,0,0,0
24409,1,1,1,1,0,1,0,0,0,0
102440,7,6,6,8,0,0,7,0,0,0
6349,4,7,8,6,0,0,8,0,0,0
19647,2,2,5,3,2,0,0,0,0,0
78647,3,0,0,5,0,0,0,3,2,1
131208,1,2,1,2,0,0,1,0,0,0
167701,3,0,0,3,0,0,0,2,2,2
179367,2,4,3,4,0,0,1,0,0,0
92581,3,0,0,1,0,0,0,1,1,1
160720,7,8,7,8,0,0,8,0,0,0
19337,6,3,7,5,0,0,4,0,0,0
158345,2,4,3,3,0,0,1,0,0,0
210466,3,0,0,5,0,0,0,2,1,1
141158,4,8,8,8,0,0,8,0,0,0
92619,5,5,6,5,0,0,4,0,0,0
103625,6,3,6,5,0,0,4,0,0,0
126465,1,5,7,7,8,0,0,0,0,0
188807,5,8,8,2,0,0,2,0,0,0
158426,2,0,0,3,0,0,0,2,1,1
50138,2,5,5,5,0,4,0,0,0,0
52994,2,0,0,3,0,0,0,1,2,1
95089,1,5,4,4,0,0,2,0,0,0
36097,1,2,2,3,3,0,0,0,0,0
220080,1,4,4,4,0,2,0,0,0,0
53041,2,0,0,6,0,0,0,7,6,3
102186,1,1,1,1,1,0,0,0,0,0
158375,3,4,3,2,6,0,0,0,0,0
12215,1,0,0,3,0,0,0,1,1,1
167765,3,2,1,2,0,0,2,0,0,0
196200,4,6,5,5,0,0,4,0,0,0
43541,5,6,8,6,8,0,0,0,0,0
20468,4,5,3,7,0,0,3,0,0,0
24279,1,5,2,3,2,0,0,0,0,0
35363,3,5,7,8,0,3,0,0,0,0
8636,5,6,7,8,0,0,4,0,0,0
210887,7,3,3,3,7,0,0,0,0,0
215261,2,4,7,6,7,0,0,0,0,0
157174,3,4,6,7,6,0,0,0,0,0
126963,2,0,0,8,0,0,0,8,5,2
192298,1,3,2,3,0,2,0,0,0,0
44040,2,3,7,4,0,0,1,0,0,0
103993,1,3,3,6,0,5,0,0,0,0
153642,3,4,5,6,0,1,0,0,0,0
18350,1,0,0,1,0,0,0,1,1,1
4286,1,8,4,5,5,0,0,0,0,0
191521,3,6,4,8,0,0,1,0,0,0
59210,3,2,2,2,3,0,0,0,0,0
2790,1,0,0,7,0,0,0,1,2,2
171935,3,2,2,1,6,0,0,0,0,0
207557,1,4,1,1,1,0,0,0,0,0
125550,3,2,2,3,0,2,0,0,0,0
172794,1,2,2,1,0,0,3,0,0,0
124148,3,2,1,2,1,0,0,0,0,0
51423,6,6,7,7,0,0,2,0,0,0
205987,3,1,1,1,0,0,1,0,0,0
8019,5,6,6,8,0,0,5,0,0,0
176981,3,2,4,7,6,0,0,0,0,0
77585,3,2,3,2,4,0,0,0,0,0
82285,4,3,1,2,0,0,2,0,0,0
134501,5,3,7,7,5,0,0,0,0,0
200961,2,2,2,2,1,0,0,0,0,0
74425,5,1,1,2,0,0,2,0,0,0
152996,2,1,1,1,0,1,0,0,0,0
177555,8,8,8,5,7,0,0,0,0,0
109512,1,1,2,2,2,0,0,0,0,0
97502,2,0,0,2,0,0,0,3,1,1
1736,1,3,1,2,0,2,0,0,0,0
4863,1,1,1,1,0,0,1,0,0,0
129621,5,6,4,3,0,0,5,0,0,0
10366,5,0,0,7,7,0,0,0,5,5
159082,1,1,1,1,0,3,0,0,0,0
197397,3,5,7,5,0,3,0,0,0,0
89864,6,5,2,2,0,0,3,0,0,0
154354,2,0,0,5,0,0,0,3,3,3
178723,2,6,3,4,0,4,0,0,0,0
186026,1,4,6,2,2,0,0,0,0,0
19050,1,2,2,4,0,2,0,0,0,0
123081,2,4,3,4,0,0,3,0,0,0
118248,1,7,7,6,0,5,0,0,0,0
97256,1,2,4,2,0,0,1,0,0,0
138652,1,0,0,4,0,0,0,5,3,3
6444,4,3,2,2,0,0,2,0,0,0
82800,6,5,5,3,0,0,4,0,0,0
178302,6,8,8,7,8,0,0,0,0,0
37368,1,4,2,2,0,0,3,0,0,0
178737,2,2,3,3,0,2,0,0,0,0
221228,3,7,8,5,6,0,0,0,0,0
214625,1,5,7,7,0,4,0,0,0,0
142322,4,7,8,3,0,7,0,0,0,0
181130,1,1,1,1,1,0,0,0,0,0
127645,1,0,0,1,0,0,0,1,1,2
105139,2,4,4,4,0,5,0,0,0,0
5960,5,0,0,4,0,0,0,2,3,4
220103,3,0,0,6,0,0,0,1,2,4
10633,4,4,5,5,0,0,5,0,0,0
18511,5,5,7,8,8,0,0,0,0,0
5630,4,5,6,6,0,5,0,0,0,0
94639,2,3,3,7,0,0,3,0,0,0
18681,3,0,0,4,0,0,0,2,2,2
126034,4,5,4,3,0,0,6,0,0,0
21091,5,6,4,3,7,0,0,0,0,0
19838,2,1,2,2,0,1,0,0,0,0
212198,3,0,0,3,0,0,0,1,1,1
197496,1,3,1,1,1,0,0,0,0,0
200692,5,8,4,6,0,0,2,0,0,0
860,1,4,3,2,0,0,0,1,0,0
54655,1,2,4,3,3,0,0,0,0,0
126342,3,7,7,7,0,0,5,0,0,0
4787,2,3,3,5,0,6,0,0,0,0
206884,3,0,0,6,0,0,0,2,2,4
105526,2,4,5,6,2,0,0,0,0,0
129127,1,3,1,1,1,0,0,0,0,0
54646,1,5,4,8,0,7,0,0,0,0
211200,2,0,0,6,0,0,0,3,3,3
86331,1,0,0,2,0,0,0,1,1,1
35495,2,1,1,2,0,1,0,0,0,0
71329,1,4,8,5,0,0,2,0,0,0
146524,3,3,2,2,0,0,1,0,0,0
170339,2,1,2,2,0,3,0,0,0,0
16110,1,0,0,3,0,0,0,2,1,1
87134,6,6,7,8,0,0,3,0,0,0
141101,5,8,5,7,0,5,0,0,0,0
191256,3,5,4,8,0,4,0,0,0,0
163138,2,4,6,4,0,0,7,0,0,0
82633,3,0,0,3,0,0,0,1,1,2
157329,5,0,8,8,8,0,5,0,0,0
141440,1,0,0,2,0,0,0,1,1,2
54077,4,6,5,4,0,0,1,0,0,0
105014,4,4,5,5,5,0,0,0,0,0
146286,6,5,4,5,0,0,5,0,0,0
139186,5,7,8,7,0,0,2,0,0,0
64593,3,6,6,4,7,0,0,0,0,0
70091,1,3,3,2,2,0,0,0,0,0
77951,1,2,2,3,3,0,0,0,0,0
85683,2,4,6,1,0,3,0,0,0,0
115873,4,2,2,3,0,0,1,0,0,0
127496,6,2,2,2,0,0,3,0,0,0
147899,4,1,3,3,0,3,0,0,0,0
219364,4,8,6,8,0,0,6,0,0,0
47502,6,7,7,8,6,0,0,0,0,0
171190,6,5,6,8,0,0,5,0,0,0
210552,3,0,0,4,0,0,0,3,5,2
28541,5,5,3,5,0,3,0,0,0,0
1981,6,6,7,7,0,0,5,0,0,0
22042,7,8,8,7,0,0,7,0,0,0
202686,2,5,5,2,4,0,0,0,0,0
58657,4,3,5,3,0,0,1,0,0,0
28030,3,4,3,2,0,0,4,0,0,0
100763,5,6,8,7,0,0,7,0,0,0
152315,2,1,1,1,0,0,5,0,0,0
3499,1,0,0,3,0,0,0,1,1,1
175340,6,5,7,8,0,0,2,0,0,0
82496,2,3,2,1,0,0,5,0,0,0
174333,1,1,1,1,1,0,0,0,0,0
57025,4,7,8,8,7,0,0,0,0,0
199435,1,5,4,7,0,0,1,0,0,0
130524,4,3,2,4,2,0,0,0,0,0
101287,2,2,2,2,2,0,0,0,0,0
151218,5,0,0,8,0,0,0,5,5,6
154893,6,6,5,4,0,0,1,0,0,0
13284,6,5,4,8,8,0,0,0,0,0
202954,2,4,4,3,0,7,0,0,0,0
9837,2,4,2,2,0,0,1,0,0,0
74356,2,7,6,8,0,0,2,0,0,0
18503,2,0,0,5,0,0,0,3,1,1
77468,2,0,0,1,0,0,0,1,1,1
77512,7,7,5,6,0,0,2,0,0,0
199218,1,6,7,4,0,0,4,0,0,0
48212,1,2,2,4,5,0,0,0,0,0
27592,4,4,7,5,6,0,0,0,0,0
73572,4,0,0,6,0,0,0,2,6,6
196010,1,1,1,1,0,0,1,0,0,0
164464,2,1,2,1,4,0,0,0,0,0
183894,7,6,5,6,0,7,0,0,0,0
59557,1,3,2,2,0,0,2,0,0,0
177486,3,8,5,5,6,0,0,0,0,0
17653,1,1,1,1,0,0,0,1,0,0
18221,3,1,1,3,0,2,0,0,0,0
18037,7,7,8,6,0,0,5,0,0,0
176320,2,5,3,3,4,0,0,0,0,0
33838,1,4,4,6,0,3,0,0,0,0
85385,4,3,4,3,0,0,5,0,0,0
122760,2,5,2,5,0,0,2,0,0,0
50270,6,5,7,5,0,0,6,0,0,0
212939,2,1,2,2,0,0,4,0,0,0
131874,1,6,5,1,2,0,0,0,0,0
168636,4,5,6,6,0,2,0,0,0,0
174911,8,8,6,8,0,0,5,0,0,0
18080,1,3,2,5,0,0,3,0,0,0
113893,2,1,1,1,0,0,2,0,0,0
125776,3,3,3,1,0,0,4,0,0,0
206534,3,5,5,8,7,0,0,0,0,0
193845,1,0,0,1,0,0,0,1,1,1
68282,2,8,4,4,0,0,6,0,0,0
199460,5,4,2,2,0,0,4,0,0,0
120642,5,4,6,6,6,0,0,0,0,0
28631,2,0,0,1,0,0,0,1,1,1
112897,1,0,0,3,0,0,0,1,2,1
90661,2,1,1,1,0,0,1,0,0,0
153983,6,5,6,2,0,0,4,0,0,0
192996,5,8,8,8,8,0,0,0,0,0
154807,1,1,2,2,0,0,1,0,0,0
152644,2,6,3,7,7,0,0,0,0,0
38008,2,3,1,3,0,0,2,0,0,0
205095,1,3,2,3,0,3,0,0,0,0
31410,3,3,3,2,0,0,4,0,0,0
156683,3,1,1,1,1,0,0,0,0,0
88992,4,1,2,2,0,0,4,0,0,0
209524,5,3,6,4,6,0,0,0,0,0
198445,2,3,4,4,0,0,4,0,0,0
170143,3,0,0,1,0,0,0,2,1,1
221081,6,6,4,3,0,0,5,0,0,0
196201,2,8,8,5,0,0,4,0,0,0
149264,5,0,0,6,0,0,0,2,3,2
62904,4,2,4,6,0,0,3,0,0,0
87336,7,7,6,5,0,0,6,0,0,0
166278,3,1,1,1,3,0,0,0,0,0
211475,3,6,6,8,0,0,2,0,0,0
185356,5,2,4,4,3,0,0,0,0,0
133784,2,3,5,4,6,0,0,0,0,0
105597,5,0,0,8,0,0,3,0,5,6
216043,3,3,4,2,0,2,0,0,0,0
103369,1,0,0,7,0,0,0,3,3,1
67721,3,0,0,6,0,0,1,0,2,1
157567,4,8,5,6,0,0,5,0,0,0
155065,1,1,1,1,2,0,0,0,0,0
72305,4,0,0,8,0,0,0,6,6,7
217540,4,8,6,7,0,0,5,0,0,0
14148,1,3,3,2,0,3,0,0,0,0
44423,4,3,6,7,4,0,0,0,0,0
195334,5,7,8,8,0,6,0,0,0,0
92441,3,4,3,5,0,0,3,0,0,0
119660,2,6,6,2,0,0,3,0,0,0
138910,5,8,7,5,0,0,3,0,0,0
54434,5,7,7,4,0,0,5,0,0,0
109419,2,2,2,4,0,3,0,0,0,0
90795,2,4,3,5,0,2,0,0,0,0
119394,2,5,4,5,4,0,0,0,0,0
144655,3,1,1,2,0,0,2,0,0,0
177978,2,5,2,4,0,0,2,0,0,0
94140,3,1,1,1,2,0,0,0,0,0
199404,1,1,1,2,0,1,0,0,0,0
18890,5,3,6,7,0,4,0,0,0,0
215216,1,0,0,1,0,0,0,1,2,1
58763,1,3,2,4,3,0,0,0,0,0
44772,1,3,5,6,0,4,0,0,0,0
31739,2,0,0,1,0,0,0,1,1,1
109743,3,0,0,5,0,0,0,2,1,2
130704,3,6,6,5,0,0,4,0,0,0
206619,1,2,1,1,0,0,0,1,0,0
64869,1,1,1,1,0,0,0,1,0,0
214872,2,1,2,1,0,0,0,3,0,0
165002,1,2,3,1,0,0,2,0,0,0
152970,1,1,1,1,1,0,0,0,0,0
191506,5,0,0,8,0,0,0,8,8,8
157019,2,3,3,3,0,0,0,1,0,0
166319,1,2,4,2,2,0,0,0,0,0
47984,4,4,5,4,7,0,0,0,0,0
98384,2,2,2,1,1,0,0,0,0,0
138131,1,2,2,2,0,0,1,0,0,0
5395,4,4,3,6,0,3,0,0,0,0
30520,8,8,7,7,0,0,2,0,0,0
138589,1,4,7,7,0,5,0,0,0,0
9590,4,8,8,8,0,0,6,0,0,0
69225,3,2,1,4,0,0,3,0,0,0
35330,1,8,5,4,0,0,3,0,0,0
44420,4,4,4,3,0,0,4,0,0,0
18850,6,4,5,3,0,0,5,0,0,0
204101,2,0,0,3,0,0,0,1,2,2
46204,1,6,6,7,0,6,0,0,0,0
160446,2,0,0,8,0,0,0,4,4,6
128805,1,1,3,2,2,0,0,0,0,0
158868,4,6,6,6,0,6,0,0,0,0
169099,1,3,6,3,0,0,1,0,0,0
59010,4,6,5,8,0,6,0,0,0,0
81611,2,2,1,2,0,0,2,0,0,0
103921,4,6,5,3,0,5,0,0,0,0
1671,6,4,4,2,0,0,3,0,0,0
79884,4,3,4,3,0,0,2,0,0,0
148992,1,0,0,1,0,0,0,1,1,1
80852,2,2,3,5,0,0,2,0,0,0
13524,3,3,1,2,5,0,0,0,0,0
98700,1,2,1,1,0,2,0,0,0,0
93684,3,5,5,7,5,0,0,0,0,0
62648,2,4,3,3,0,0,1,0,0,0
200588,2,6,4,5,0,5,0,0,0,0
48978,1,1,2,3,1,0,0,0,0,0
215594,4,5,6,7,6,0,0,0,0,0
111676,1,2,2,2,0,0,3,0,0,0
55088,6,2,3,3,3,0,0,0,0,0
160327,1,0,0,2,0,0,0,1,1,1
194260,4,3,3,7,0,0,4,0,0,0
28762,1,6,7,5,5,0,0,0,0,0
19060,7,8,5,7,0,0,8,0,0,0
37016,3,3,3,2,0,0,3,0,0,0
184518,3,1,3,4,1,0,0,0,0,0
161733,1,0,0,4,0,0,0,1,1,1
104883,3,7,7,7,0,0,3,0,0,0
177987,5,2,4,3,0,2,0,0,0,0
153421,5,8,5,7,0,0,3,0,0,0
33936,2,3,6,7,4,0,0,0,0,0
184496,3,4,4,5,0,4,0,0,0,0
160843,5,0,0,5,0,0,0,8,7,8
25293,1,3,2,5,0,3,0,0,0,0
145006,1,4,4,5,3,0,0,0,0,0
88014,4,8,6,3,0,0,5,0,0,0
71912,1,0,0,6,0,0,0,2,1,2
159044,2,6,6,6,0,0,2,0,0,0
73645,4,0,0,2,0,0,0,2,1,3
98607,1,2,3,3,0,0,2,0,0,0
181872,3,5,5,2,4,0,0,0,0,0
208070,3,7,7,5,6,0,0,0,0,0
137623,2,6,6,8,0,0,5,0,0,0
93030,1,0,0,1,0,0,0,1,1,1
30552,5,0,0,2,0,0,0,1,1,3
152647,1,0,0,4,0,0,0,1,4,2
59963,3,4,4,8,3,0,0,0,0,0
148771,1,1,2,3,1,0,0,0,0,0
133787,1,1,5,5,0,4,0,0,0,0
37755,3,4,6,7,0,0,4,0,0,0
150903,2,3,4,5,0,0,2,0,0,0
181036,3,3,3,5,0,3,0,0,0,0
52023,2,0,0,7,0,0,0,4,4,2
163650,4,3,2,4,0,2,0,0,0,0
141217,1,8,7,8,0,0,1,0,0,0
160661,2,2,5,2,3,0,0,0,0,0
115211,7,8,7,8,0,0,4,0,0,0
218085,3,4,3,5,0,0,1,0,0,0
218083,3,1,2,2,0,3,0,0,0,0
16988,1,7,8,8,8,0,0,0,0,0
9338,3,8,4,6,0,0,2,0,0,0
12182,5,5,5,6,8,0,0,0,0,0
79803,6,7,5,6,0,0,4,0,0,0
165282,1,1,1,1,1,0,0,0,0,0
55854,2,7,4,7,5,0,0,0,0,0
75953,2,3,4,4,0,0,5,0,0,0
200063,5,5,5,6,0,0,4,0,0,0
62029,1,2,2,1,2,0,0,0,0,0
99833,1,2,1,3,0,1,0,0,0,0
191755,3,0,0,2,0,0,0,2,1,4
61366,3,5,2,5,3,0,0,0,0,0
21076,6,7,7,8,0,0,5,0,0,0
201522,2,5,3,2,0,0,5,0,0,0
45658,7,6,7,3,0,0,8,0,0,0
205205,1,1,1,2,0,1,0,0,0,0
18337,5,0,0,7,0,0,0,2,2,3
191893,5,7,8,7,0,0,3,0,0,0
83490,3,1,1,1,3,0,0,0,0,0
102303,5,6,7,7,8,0,0,0,0,0
84509,3,4,2,4,0,0,2,0,0,0
141942,3,2,2,1,1,0,0,0,0,0
213950,5,4,2,6,0,0,1,0,0,0
179100,1,4,2,3,0,3,0,0,0,0
51504,1,1,3,2,0,1,0,0,0,0
86615,2,2,4,2,0,2,0,0,0,0
155645,1,1,1,1,0,3,0,0,0,0
192183,2,5,2,4,0,0,3,0,0,0
61243,2,5,5,7,5,0,0,0,0,0
116236,3,0,0,4,0,0,0,2,1,3
79650,1,0,0,1,0,0,0,1,1,4
211827,6,7,5,5,0,0,2,0,0,0
37333,2,1,1,2,2,0,0,0,0,0
187567,3,1,1,1,1,0,0,0,0,0
216965,5,0,0,5,0,0,0,3,3,6
31881,4,4,8,8,4,0,0,0,0,0
187508,3,7,6,7,0,7,0,0,0,0
204147,2,1,2,1,3,0,0,0,0,0
100988,1,3,3,2,5,0,0,0,0,0
117328,3,3,4,4,0,0,1,0,0,0
119998,1,4,6,5,0,4,0,0,0,0
41959,3,4,3,2,0,0,6,0,0,0
88295,3,3,3,4,0,0,1,0,0,0
42829,2,0,0,7,0,0,0,3,3,2
2863,5,7,7,8,0,0,6,0,0,0
94991,3,0,0,7,0,0,0,4,3,3
213679,5,5,7,8,0,0,4,0,0,0
145757,4,0,0,1,0,0,0,3,2,5
116782,5,7,6,6,8,0,0,0,0,0
145095,1,2,2,1,0,0,0,2,0,0
3513,1,3,4,4,0,0,1,0,0,0
152264,5,3,5,4,0,0,3,0,0,0
124556,3,6,6,8,4,0,0,0,0,0
13863,5,8,6,8,0,8,0,0,0,0
26388,6,3,1,3,0,4,0,0,0,0
24300,3,3,3,2,0,0,3,0,0,0
6515,1,2,2,4,0,0,1,0,0,0
10882,3,3,4,5,0,0,2,0,0,0
205359,5,5,6,5,0,0,7,0,0,0
89462,6,8,8,7,0,0,1,0,0,0
119518,2,1,1,1,0,1,0,0,0,0
26022,4,2,4,6,0,0,1,0,0,0
83364,4,5,5,5,5,0,0,0,0,0
8972,1,1,3,1,0,0,2,0,0,0
55813,1,1,2,1,2,0,0,0,0,0
148639,1,1,1,1,1,0,0,0,0,0
10314,3,0,0,3,0,0,0,1,2,2
78063,5,0,0,7,0,0,0,3,2,4
18165,2,2,2,2,0,3,0,0,0,0
38918,3,8,8,8,0,0,4,0,0,0
147190,8,0,0,6,0,0,0,6,6,8
118768,7,3,5,2,0,4,0,0,0,0
21333,4,1,4,1,2,0,0,0,0,0
128923,2,3,3,4,0,3,0,0,0,0
175896,4,2,3,2,0,2,0,0,0,0
207237,3,3,2,3,3,0,0,0,0,0
14134,3,7,8,8,0,0,3,0,0,0
129432,3,5,5,5,5,0,0,0,0,0
196381,2,0,0,5,0,0,0,2,3,2
54626,1,0,0,3,0,0,0,2,2,1
64006,1,3,3,4,2,0,0,0,0,0
120071,6,4,7,3,0,0,3,0,0,0
98659,4,7,7,4,0,0,3,0,0,0
124501,2,6,7,6,0,0,6,0,0,0
213959,2,2,3,4,0,3,0,0,0,0
29282,4,8,7,8,0,4,0,0,0,0
174528,6,8,6,7,0,0,2,0,0,0
63139,2,6,4,6,4,0,0,0,0,0
166376,2,4,5,6,0,6,0,0,0,0
19931,1,0,0,3,0,0,0,1,1,1
21261,4,0,0,8,0,0,0,1,5,6
212223,1,0,0,5,0,0,0,2,2,3
140744,3,4,5,2,0,0,7,0,0,0
17230,3,7,6,6,6,0,0,0,0,0
156887,1,3,4,1,1,0,0,0,0,0
131417,2,0,0,1,0,0,0,1,1,1
180306,1,4,7,5,0,0,2,0,0,0
51199,5,6,3,4,0,0,2,0,0,0
204626,1,7,6,8,0,6,0,0,0,0
32183,7,7,5,7,0,0,3,0,0,0
166560,5,5,6,8,0,0,7,0,0,0
121783,3,2,2,1,1,0,0,0,0,0
184890,3,8,7,7,8,0,0,0,0,0
48633,7,7,3,3,0,5,0,0,0,0
